0,7700-7720_episode.h5
677,7840-7860_episode.h5
1343,8560-8580_episode.h5
2332,2520-2540_episode.h5
3063,2980-3000_episode.h5
3973,11400-11420_episode.h5
4748,920-940_episode.h5
5459,11420-11440_episode.h5
6211,3480-3500_episode.h5
7058,10200-10220_episode.h5
7836,13880-13900_episode.h5
8570,2840-2860_episode.h5
9290,7220-7240_episode.h5
10488,8800-8820_episode.h5
11191,12080-12100_episode.h5
11837,1420-1440_episode.h5
12620,3680-3700_episode.h5
13350,10060-10080_episode.h5
14209,6580-6600_episode.h5
15117,5240-5260_episode.h5
15931,2540-2560_episode.h5
16678,6060-6080_episode.h5
17277,4200-4220_episode.h5
18043,480-500_episode.h5
18864,12420-12440_episode.h5
19842,7660-7680_episode.h5
20567,9160-9180_episode.h5
21307,120-140_episode.h5
22090,8420-8440_episode.h5
22931,8920-8940_episode.h5
23748,2140-2160_episode.h5
24507,9820-9840_episode.h5
25195,7680-7700_episode.h5
25923,8720-8740_episode.h5
26763,880-900_episode.h5
27577,8860-8880_episode.h5
28384,13760-13780_episode.h5
29204,9660-9680_episode.h5
30025,1740-1760_episode.h5
30628,6820-6840_episode.h5
31313,11600-11620_episode.h5
32131,1640-1660_episode.h5
32976,13440-13460_episode.h5
33685,12540-12560_episode.h5
34458,3560-3580_episode.h5
35104,3300-3320_episode.h5
35835,140-160_episode.h5
37058,4220-4240_episode.h5
37949,9780-9800_episode.h5
38646,8260-8280_episode.h5
39316,11780-11800_episode.h5
40079,7900-7920_episode.h5
40855,8220-8240_episode.h5
41522,7540-7560_episode.h5
42343,9580-9600_episode.h5
43068,8620-8640_episode.h5
43845,9280-9300_episode.h5
44666,9040-9060_episode.h5
45483,4720-4740_episode.h5
46374,3260-3280_episode.h5
47021,8300-8320_episode.h5
47727,9060-9080_episode.h5
48457,9760-9780_episode.h5
49231,13820-13840_episode.h5
49869,240-260_episode.h5
50587,11180-11200_episode.h5
51475,10660-10680_episode.h5
52265,10160-10180_episode.h5
53000,13780-13800_episode.h5
53803,12820-12840_episode.h5
54559,1360-1380_episode.h5
55378,11800-11820_episode.h5
56153,6740-6760_episode.h5
56835,440-460_episode.h5
57555,40-60_episode.h5
58325,13720-13740_episode.h5
59172,5580-5600_episode.h5
59827,2700-2720_episode.h5
60686,2900-2920_episode.h5
61470,5180-5200_episode.h5
62224,4160-4180_episode.h5
62972,12160-12180_episode.h5
63577,1980-2000_episode.h5
64414,10760-10780_episode.h5
65163,3700-3720_episode.h5
66004,10140-10160_episode.h5
66775,2580-2600_episode.h5
67536,5120-5140_episode.h5
68332,6800-6820_episode.h5
68992,6000-6020_episode.h5
69738,1120-1140_episode.h5
70476,7400-7420_episode.h5
71142,12360-12380_episode.h5
71938,5520-5540_episode.h5
72754,320-340_episode.h5
73331,460-480_episode.h5
74048,12920-12940_episode.h5
74694,2420-2440_episode.h5
75292,700-720_episode.h5
76116,10740-10760_episode.h5
76811,360-380_episode.h5
77625,7980-8000_episode.h5
78411,5480-5500_episode.h5
79290,8540-8560_episode.h5
79961,9080-9100_episode.h5
80865,580-600_episode.h5
81623,12640-12660_episode.h5
82352,6300-6320_episode.h5
83093,5780-5800_episode.h5
84110,11340-11360_episode.h5
84847,10980-11000_episode.h5
85542,11300-11320_episode.h5
86254,10220-10240_episode.h5
87156,1700-1720_episode.h5
87932,8360-8380_episode.h5
88882,9620-9640_episode.h5
89721,6380-6400_episode.h5
90596,3620-3640_episode.h5
91407,13620-13640_episode.h5
92200,3280-3300_episode.h5
93008,10840-10860_episode.h5
93795,820-840_episode.h5
94536,0-20_episode.h5
95414,2740-2760_episode.h5
96082,7300-7320_episode.h5
96981,13380-13400_episode.h5
97831,12800-12820_episode.h5
98623,4620-4640_episode.h5
99449,12240-12260_episode.h5
100130,13520-13540_episode.h5
100853,8100-8120_episode.h5
101480,12100-12120_episode.h5
102197,9920-9940_episode.h5
102866,3540-3560_episode.h5
103729,9440-9460_episode.h5
104512,9100-9120_episode.h5
105344,2220-2240_episode.h5
106025,3460-3480_episode.h5
106719,3880-3900_episode.h5
107486,13460-13480_episode.h5
108109,13040-13060_episode.h5
108661,6180-6200_episode.h5
109401,2500-2520_episode.h5
110181,6240-6260_episode.h5
110966,13680-13700_episode.h5
111792,9960-9980_episode.h5
112795,4980-5000_episode.h5
113584,3780-3800_episode.h5
114374,4560-4580_episode.h5
115042,220-240_episode.h5
115746,8160-8180_episode.h5
116367,7600-7620_episode.h5
117107,2880-2900_episode.h5
117733,11640-11660_episode.h5
118499,9500-9520_episode.h5
119172,4680-4700_episode.h5
119924,13980-14000_episode.h5
120810,3960-3980_episode.h5
121505,7580-7600_episode.h5
122229,6520-6540_episode.h5
123024,6260-6280_episode.h5
123671,10800-10820_episode.h5
124562,5440-5460_episode.h5
125288,5260-5280_episode.h5
125954,2660-2680_episode.h5
126683,6680-6700_episode.h5
127366,4800-4820_episode.h5
128192,9000-9020_episode.h5
128990,5980-6000_episode.h5
129848,8640-8660_episode.h5
130594,560-580_episode.h5
131306,4660-4680_episode.h5
132069,13060-13080_episode.h5
132797,10260-10280_episode.h5
133658,13100-13120_episode.h5
134501,10460-10480_episode.h5
135206,4540-4560_episode.h5
135909,2000-2020_episode.h5
136669,2680-2700_episode.h5
137553,3420-3440_episode.h5
138264,2860-2880_episode.h5
139003,2460-2480_episode.h5
139872,7420-7440_episode.h5
140712,12480-12500_episode.h5
141563,5420-5440_episode.h5
142289,4120-4140_episode.h5
142882,12260-12280_episode.h5
143609,5060-5080_episode.h5
144501,5160-5180_episode.h5
145352,12680-12700_episode.h5
146154,7460-7480_episode.h5
146940,3060-3080_episode.h5
147707,10780-10800_episode.h5
148655,6640-6660_episode.h5
149288,7160-7180_episode.h5
150025,11980-12000_episode.h5
150662,5640-5660_episode.h5
151473,13580-13600_episode.h5
152273,3720-3740_episode.h5
152940,1100-1120_episode.h5
153743,7820-7840_episode.h5
154415,1240-1260_episode.h5
155139,840-860_episode.h5
155897,5200-5220_episode.h5
156673,8580-8600_episode.h5
157419,9140-9160_episode.h5
158323,2800-2820_episode.h5
159061,12860-12880_episode.h5
160005,9880-9900_episode.h5
160688,10120-10140_episode.h5
161338,7920-7940_episode.h5
161881,1140-1160_episode.h5
162506,6760-6780_episode.h5
163355,4000-4020_episode.h5
164008,4440-4460_episode.h5
164851,11960-11980_episode.h5
165586,10860-10880_episode.h5
166317,6940-6960_episode.h5
167147,4920-4940_episode.h5
167897,7080-7100_episode.h5
168689,620-640_episode.h5
169487,1340-1360_episode.h5
170190,10540-10560_episode.h5
170922,6460-6480_episode.h5
171596,11000-11020_episode.h5
172387,7120-7140_episode.h5
173095,3160-3180_episode.h5
173692,10500-10520_episode.h5
174503,5300-5320_episode.h5
175179,2480-2500_episode.h5
175806,5860-5880_episode.h5
176513,8040-8060_episode.h5
177465,13280-13300_episode.h5
178264,520-540_episode.h5
178842,7860-7880_episode.h5
179539,4260-4280_episode.h5
180338,9400-9420_episode.h5
181027,5820-5840_episode.h5
181835,1580-1600_episode.h5
182737,10440-10460_episode.h5
183582,9340-9360_episode.h5
184355,11740-11760_episode.h5
184986,13920-13940_episode.h5
185649,9600-9620_episode.h5
186362,1600-1620_episode.h5
187120,11700-11720_episode.h5
187922,60-80_episode.h5
188550,5020-5040_episode.h5
189595,3100-3120_episode.h5
190367,8500-8520_episode.h5
191263,11540-11560_episode.h5
192030,1200-1220_episode.h5
192700,11580-11600_episode.h5
193545,6860-6880_episode.h5
194352,5960-5980_episode.h5
195020,7740-7760_episode.h5
195722,4360-4380_episode.h5
196535,6220-6240_episode.h5
197256,3360-3380_episode.h5
197921,2760-2780_episode.h5
198647,260-280_episode.h5
199343,6420-6440_episode.h5
200061,13480-13500_episode.h5
200877,11220-11240_episode.h5
201624,4420-4440_episode.h5
202413,6780-6800_episode.h5
203205,12220-12240_episode.h5
203899,10360-10380_episode.h5
204674,860-880_episode.h5
205425,12660-12680_episode.h5
206226,12840-12860_episode.h5
207012,5500-5520_episode.h5
207882,6620-6640_episode.h5
208610,13220-13240_episode.h5
209275,6280-6300_episode.h5
209975,4460-4480_episode.h5
210773,4500-4520_episode.h5
211554,940-960_episode.h5
212450,2320-2340_episode.h5
213169,7340-7360_episode.h5
213856,8480-8500_episode.h5
214741,640-660_episode.h5
215543,1400-1420_episode.h5
216324,11500-11520_episode.h5
216917,11060-11080_episode.h5
217725,12000-12020_episode.h5
218347,200-220_episode.h5
219005,2920-2940_episode.h5
219738,5700-5720_episode.h5
220482,3980-4000_episode.h5
221397,10520-10540_episode.h5
222129,8340-8360_episode.h5
222891,2080-2100_episode.h5
223580,8060-8080_episode.h5
224341,3800-3820_episode.h5
225184,7640-7660_episode.h5
225901,3520-3540_episode.h5
226773,1160-1180_episode.h5
227568,3860-3880_episode.h5
228379,8660-8680_episode.h5
229157,13320-13340_episode.h5
229974,13860-13880_episode.h5
230702,4100-4120_episode.h5
231423,1880-1900_episode.h5
232298,9840-9860_episode.h5
233080,6120-6140_episode.h5
233889,8200-8220_episode.h5
234573,13080-13100_episode.h5
235300,4320-4340_episode.h5
236007,13160-13180_episode.h5
236732,6440-6460_episode.h5
237409,4780-4800_episode.h5
238069,5900-5920_episode.h5
238842,8520-8540_episode.h5
239583,7000-7020_episode.h5
240553,12400-12420_episode.h5
241463,7800-7820_episode.h5
242186,7880-7900_episode.h5
242936,13660-13680_episode.h5
243666,1900-1920_episode.h5
244316,3040-3060_episode.h5
245137,1520-1540_episode.h5
245952,11160-11180_episode.h5
246756,12740-12760_episode.h5
247475,8140-8160_episode.h5
248294,1060-1080_episode.h5
248995,8740-8760_episode.h5
249843,7280-7300_episode.h5
250562,10720-10740_episode.h5
251243,5340-5360_episode.h5
252013,12200-12220_episode.h5
252773,3180-3200_episode.h5
253470,2120-2140_episode.h5
254461,4280-4300_episode.h5
255267,10100-10120_episode.h5
256161,3940-3960_episode.h5
256864,1280-1300_episode.h5
257604,7620-7640_episode.h5
258625,1780-1800_episode.h5
259263,10900-10920_episode.h5
260079,6960-6980_episode.h5
260764,7020-7040_episode.h5
261651,6980-7000_episode.h5
262500,6880-6900_episode.h5
263190,1440-1460_episode.h5
263800,1620-1640_episode.h5
264658,3820-3840_episode.h5
265406,960-980_episode.h5
266296,2280-2300_episode.h5
267225,1540-1560_episode.h5
267938,1460-1480_episode.h5
268653,7040-7060_episode.h5
269394,5280-5300_episode.h5
270176,11240-11260_episode.h5
270870,7180-7200_episode.h5
271692,9320-9340_episode.h5
272359,12020-12040_episode.h5
273154,9020-9040_episode.h5
273803,5600-5620_episode.h5
274649,11840-11860_episode.h5
275299,13020-13040_episode.h5
275969,5140-5160_episode.h5
276824,9640-9660_episode.h5
277811,13260-13280_episode.h5
278620,11200-11220_episode.h5
279465,11020-11040_episode.h5
280290,12280-12300_episode.h5
281114,2040-2060_episode.h5
281827,12500-12520_episode.h5
282575,3400-3420_episode.h5
283446,7260-7280_episode.h5
284207,9560-9580_episode.h5
284927,10960-10980_episode.h5
285703,9540-9560_episode.h5
286399,9180-9200_episode.h5
287096,11080-11100_episode.h5
287753,4040-4060_episode.h5
288532,2960-2980_episode.h5
289329,11140-11160_episode.h5
290071,11480-11500_episode.h5
290787,100-120_episode.h5
291507,12720-12740_episode.h5
292131,8700-8720_episode.h5
292873,8320-8340_episode.h5
293638,11120-11140_episode.h5
294230,9700-9720_episode.h5
295147,10620-10640_episode.h5
295843,2440-2460_episode.h5
296500,9220-9240_episode.h5
297337,9260-9280_episode.h5
298124,1320-1340_episode.h5
298822,12300-12320_episode.h5
299647,4740-4760_episode.h5
300320,13240-13260_episode.h5
301149,3140-3160_episode.h5
301782,3660-3680_episode.h5
302494,12560-12580_episode.h5
303149,5380-5400_episode.h5
303930,12440-12460_episode.h5
304653,980-1000_episode.h5
305341,7560-7580_episode.h5
306142,12940-12960_episode.h5
306883,1040-1060_episode.h5
307575,5360-5380_episode.h5
308274,3220-3240_episode.h5
308965,7320-7340_episode.h5
309593,7060-7080_episode.h5
310357,6720-6740_episode.h5
311145,9480-9500_episode.h5
311904,6320-6340_episode.h5
312738,8460-8480_episode.h5
313310,6400-6420_episode.h5
314083,80-100_episode.h5
314851,4380-4400_episode.h5
315583,1000-1020_episode.h5
316342,12040-12060_episode.h5
317209,6660-6680_episode.h5
317925,2600-2620_episode.h5
318719,1800-1820_episode.h5
319434,2160-2180_episode.h5
320243,2200-2220_episode.h5
320960,1840-1860_episode.h5
321627,9520-9540_episode.h5
322400,7780-7800_episode.h5
323074,11260-11280_episode.h5
323758,3020-3040_episode.h5
324562,11720-11740_episode.h5
325252,1020-1040_episode.h5
325851,4820-4840_episode.h5
326517,9200-9220_episode.h5
327195,6480-6500_episode.h5
327850,12580-12600_episode.h5
328647,3320-3340_episode.h5
329465,3600-3620_episode.h5
330329,10080-10100_episode.h5
331132,12700-12720_episode.h5
331786,13000-13020_episode.h5
332514,1660-1680_episode.h5
333146,1720-1740_episode.h5
334011,10600-10620_episode.h5
334741,11620-11640_episode.h5
335433,10820-10840_episode.h5
336131,5100-5120_episode.h5
337152,6080-6100_episode.h5
337996,7360-7380_episode.h5
